customer_id,job_time
1,2604
2,97164
3,5234
4,51990
5,37800
6,6200
7,28710
8,87822
9,3792
10,69446
11,44340
12,22344
13,74868
14,62136
15,63580
16,52686
17,2070
18,1693
19,15540
20,11995
21,67428
22,39056
23,58509
24,80944
25,32140
26,23840
27,31941
28,40716
29,45375
30,19212
31,82467
32,29120
33,3374
34,7630
35,51320
36,34935
37,35815
38,16711
39,1814
40,1773
41,24678
42,15065
43,23330
44,36233
45,2550
46,10752
47,9630
48,49896
49,62368
50,5232
51,37032
52,2896
53,107406
54,108020
55,39088
56,6688
57,35565
58,41380
59,2739
60,20490
61,50976
62,47160
63,8226
64,43701
65,71422
66,17832
67,15384
68,14877
69,4022
70,84
71,108069
72,47400
73,9815
74,27081
75,39510
76,49296
77,20580
78,10407
79,20968
80,57563
81,3851
82,13572
83,91314
84,68196
85,3380
86,38745
87,37791
88,18054
89,121999
90,78704
91,13400
92,50149
93,7612
94,12830
95,18432
96,83811
97,5175
98,5316
99,15176
100,24475
101,8002
102,31840
103,87606
104,114102
105,1548
106,6000
107,89828
108,20700
109,46704
110,1440
111,43792
112,43768
113,21024
114,28490
115,8109
116,3006
117,73724
118,95642
119,399
120,46416
121,58786
122,83720
123,8964
124,112100
125,24983
126,32004
127,43344
128,55926
129,12572
130,2080
131,101439
132,58596
133,31120
134,92120
135,34468
136,21918
137,52695
138,16240
139,43750
140,19173
141,41993
142,2781
143,23670
144,15192
145,111780
146,45866
147,11544
148,9324
149,8670
150,40509
151,15804
152,40464
153,3424
154,5142
155,119700
156,8952
157,16549
158,22384
159,6852
160,76860
161,46189
162,18081
163,7060
164,121258
165,21918
166,55250
167,88236
168,2134
169,47583
170,1730
171,39864
172,34815
173,94768
174,18431
175,41055
176,22470
177,6136
178,5402
179,29394
180,72170
181,114940
182,47255
183,2742
184,23868
185,49122
186,5013
187,21518
188,40920
189,44800
190,33100
191,20205
192,110240
193,60544
194,5256
195,68629
196,2683
197,101520
198,70464
199,12900
200,6453
201,83745
