customer_id,processing_time
1,15803
2,868
3,5398
4,11972
5,11292
6,6273
7,16858
8,4434
9,14431
10,11371
11,16031
12,8330
13,1693
14,777
15,2441
16,5319
17,5059
18,6428
19,17576
20,19777
21,6404
22,8674
23,18950
24,18439
25,2755
26,197
27,19126
28,3013
29,1907
30,1275
31,17920
32,11402
33,3564
34,3898
35,8846
36,14510
37,10635
38,8800
39,10563
40,10261
41,8441
42,10241
43,11024
44,2620
45,15795
46,17167
47,12214
48,8234
49,14549
50,3160
51,1593
52,3951
53,19465
54,1029
55,11661
56,10813
57,13425
58,7997
59,9700
60,12998
61,6881
62,5683
63,169
64,4305
65,1003
66,11542
67,7637
68,1024
69,8537
70,17270
71,9276
72,12193
73,6339
74,8579
75,7216
76,5284
77,18454
78,16456
79,16224
80,8014
81,2576
82,2035
83,2703
84,15430
85,5266
86,6744
87,399
88,13994
89,12674
90,5900
91,3569
92,6192
93,19491
94,8400
95,13075
96,15273
97,19496
98,2462
99,11845
100,14047
101,19123
102,10973
103,9770
104,5064
105,14956
106,8118
107,13781
108,17420
109,510
110,6918
111,12693
112,214
113,17876
114,15942
115,17255
116,19182
117,8763
118,12391
119,18149
120,14828
121,7582
122,6382
123,1686
124,19634
125,1067
126,16206
127,9922
128,19549
129,10825
130,10929
131,9797
132,16320
133,11260
134,2701
135,13939
136,3635
137,16165
138,10181
139,18055
140,10238
141,15715
142,11502
143,1314
144,6784
145,9482
146,7534
147,5538
148,3756
149,13553
150,671
151,2006
152,8002
153,17887
154,3312
155,18245
156,13816
157,6593
158,17683
159,19973
160,11657
161,1644
162,17090
163,4745
164,14563
165,13885
166,862
167,5863
168,7400
169,13957
170,18099
171,5799
172,4939
173,19902
174,210
175,11455
176,12696
177,4397
178,2335
179,8012
180,19323
181,7785
182,205
183,1938
184,11782
185,15095
186,9347
187,11597
188,18903
189,15716
190,17051
191,2819
192,14251
193,6554
194,1994
195,8346
196,11419
197,2919
198,1742
199,18235
200,8688
201,19368
202,18351
203,5767
204,2393
205,11119
206,4744
207,1810
208,8163
209,8128
210,6624
211,14265
212,14494
213,16654
214,14083
215,9216
216,16379
217,11843
218,13176
219,2057
220,5431
221,14597
222,19500
223,7166
224,10256
225,7408
226,19562
227,9882
228,15159
229,18647
230,1162
231,4507
232,6303
233,12191
234,12882
235,18040
236,5547
237,9645
238,15594
239,2565
240,5600
241,16490
242,2208
243,14180
244,2969
245,14215
246,11977
247,2877
248,17348
249,14000
250,5707
251,3995
252,13454
253,1226
254,4743
255,11304
256,4563
257,9154
258,8058
259,12765
260,19838
261,17437
262,6901
263,18085
264,14381
265,14573
266,3444
267,8762
268,10685
269,5903
270,19746
271,16617
272,15644
273,7030
274,9159
275,5608
276,8004
277,9015
278,12954
279,4650
280,11320
281,7687
282,8216
283,18597
284,10724
285,17461
286,3452
287,10765
288,14442
289,1068
290,18719
291,3428
292,309
293,12476
294,16998
295,19562
296,707
297,198
298,10500
299,17372
300,2983
301,6110
302,17576
303,19719
304,19786
305,1824
306,577
307,5450
308,1903
309,19125
310,3871
311,12921
312,7463
313,4022
314,11101
315,18078
316,3017
317,16546
318,10737
319,1417
320,12257
321,792
322,8104
323,7568
324,12541
325,7351
326,7214
327,5809
328,19198
329,16929
330,5994
331,18233
332,10655
333,8724
334,19342
335,12331
336,4788
337,2376
338,12047
339,6663
340,8181
341,4503
342,10901
343,13411
344,13129
345,10974
346,861
347,16966
348,17540
349,9915
350,4785
351,15346
352,2499
353,15336
354,14607
355,19516
356,3059
357,15987
358,16396
359,884
360,4150
361,15210
362,6974
363,7087
364,7995
365,6807
366,4473
367,17027
368,13425
369,18085
370,8319
371,17222
372,14106
373,5185
374,14270
375,8316
376,5957
377,19230
378,1158
379,1939
380,9212
381,18056
382,1089
383,16904
384,13415
385,7813
386,5245
387,16951
388,12783
389,16252
390,13192
391,3351
392,13508
393,9670
394,16972
395,15133
396,8138
397,19539
398,1687
399,3514
400,13292
401,7261
402,19136
403,9443
404,11318
405,13304
406,18533
407,13253
408,11159
409,10465
410,2487
411,4460
412,5889
413,14077
414,2857
415,7398
416,11930
417,2497
418,9831
419,9215
420,9548
421,16372
422,4619
423,19231
424,5886
425,16355
426,859
427,18079
428,6841
429,11946
430,2435
