customer_id,job_time
1,13095
2,68130
3,6210
4,1437
5,55312
6,47760
7,32252
8,2717
9,13584
10,7820
11,4808
12,41582
13,13167
14,3398
15,57820
16,37921
17,7792
18,18615
19,35994
20,4120
21,52440
22,18772
23,34561
24,1414
25,19229
26,51306
27,11472
28,10240
29,12328
30,61085
31,64242
32,39030
33,9885
34,26109
35,9792
36,4904
37,11880
38,33184
39,2794
40,28756
41,39718
42,7875
43,9632
44,2982
45,28259
46,2364
47,44297
48,329
49,12660
50,5904
51,20774
52,59340
53,12344
54,2068
55,3474
56,5252
57,42416
58,3026
59,2088
60,7976
61,17136
62,23485
63,41921
64,2576
65,16464
66,4900
67,13365
68,11979
69,60090
70,5488
71,9595
72,4150
73,74043
74,924
75,49039
76,12240
77,54160
78,15080
79,4848
80,46462
81,41238
82,21784
83,1065
84,43638
85,46873
86,69502
87,11438
88,5488
89,13930
90,20579
91,18921
92,15412
93,10410
94,9270
95,11479
96,876
97,28443
98,9636
99,5606
