customer_id,job_time
1,6984
2,26495
3,21735
4,1916
5,10371
6,35024
7,49844
8,858
9,30564
10,1564
11,36060
12,44028
13,8379
14,10194
15,12390
16,52506
17,8766
18,3285
19,12855
20,22660
21,41400
22,2964
23,5457
24,3030
25,49446
26,39234
27,21032
28,5120
29,7705
30,3215
31,60673
32,54642
33,1318
34,52218
35,41616
36,6743
37,11880
38,29036
39,1270
40,8216
41,25533
42,42000
43,5504
44,2982
45,41104
46,9456
47,60405
48,94
49,37980
50,33456
51,1598
52,31648
53,43204
54,7238
55,13896
56,7878
57,42416
58,30260
59,2262
60,23928
61,10080
62,3355
63,64787
64,7728
65,20580
66,2800
67,14256
68,4356
69,20030
70,5096
71,5555
72,41500
73,54558
74,1309
75,20648
76,34680
77,43328
78,4524
79,1212
80,67906
81,16037
82,62240
83,1278
84,40521
85,24670
86,65844
87,13889
88,13720
89,13930
90,1583
91,29733
92,30824
93,2082
94,4120
95,7064
96,876
97,22455
98,9636
99,44848
