customer_id,job_time
1,613190
2,3359175
3,663060
4,1299290
5,554740
6,3664300
7,5520710
8,690085
9,5002850
10,5683770
11,4567180
12,879415
13,6202955
14,1394235
15,208850
16,1650225
17,5570380
18,3939405
19,6855675
20,1638745
21,6241485
22,3962115
23,520175
24,6425260
25,6317160
26,927295
27,4950580
28,6540255
29,2434560
30,4588600
31,787050
32,5993795
33,3277455
34,2638575
35,3244115
36,332025
37,5896185
38,426670
39,4769785
40,2962015
41,1598550
42,2782595
43,1371090
44,1659580
45,2644290
46,2832870
47,2450860
48,6530480
49,2369670
50,1750685
51,3333335
52,6600960
53,6445935
54,6444425
55,6271485
56,3495205
57,344140
58,3246055
59,6506255
60,4536430
61,3397615
62,2867615
63,1285940
64,4021355
65,4488110
66,536050
67,3025225
68,2305085
69,4032845
70,1044705
71,6821975
72,6105425
73,1362580
74,4952965
75,1014815
76,987245
77,2810165
78,6362105
79,5237385
80,4753950
81,2442795
82,2826825
83,3913590
84,6562080
85,5039865
86,2902795
87,6350700
88,119635
89,5367780
90,3038830
91,2671180
92,6617925
93,3714095
94,2164975
95,4633775
96,2586340
97,6429200
98,4897060
99,248320
100,1517990
101,1326960
102,5847035
103,672235
104,3246715
105,685050
106,2407170
107,6754520
108,73330
109,2934130
110,5892840
111,66730
112,6750300
113,676565
114,1448390
115,4258085
116,3147280
117,6670310
118,5398955
119,4983935
120,4196840
121,1759795
122,4572950
123,2451250
124,6611825
125,126090
126,4475890
127,1011720
128,2459570
129,699310
130,6037970
131,923720
132,1073500
133,5201285
134,3118870
135,4490505
136,3079750
137,5842160
138,4591950
139,6336910
140,1098245
141,615445
142,1271490
143,3851390
144,5496355
145,3867590
146,5856760
147,6172980
148,5799715
149,4375255
150,3681980
151,5775670
152,4871140
153,6237710
154,3869850
155,6070775
156,4999590
157,4312810
158,1903345
159,2080975
160,221325
161,323620
162,4803705
163,2214880
164,551180
165,3841375
166,1004575
167,133095
168,6010810
169,2715075
170,6687525
171,382230
172,2048015
173,2846150
174,1939705
175,4054440
176,3430600
177,4925130
178,692640
179,3088775
180,643140
181,2016850
182,2498630
183,2259745
184,113195
185,1146280
186,5081410
187,4573855
188,832590
189,308835
190,5070115
191,595655
192,2202360
193,200165
194,968775
195,6317695
196,6820665
197,329990
198,3829965
199,2087800
200,2960700
201,3708280
202,3909595
203,5712600
204,3857130
205,4069240
206,1129805
207,5106125
208,4496465
209,1351080
210,1592520
211,6533410
212,892345
213,3715660
214,4189855
215,631685
216,6422115
217,3411745
218,5598615
219,6164950
220,552155
221,4062270
222,2308795
223,1845660
224,533805
225,4919585
226,2798330
227,553790
228,116755
229,261715
230,5324820
231,1563175
232,5915695
233,6838250
234,566135
235,4556805
236,715815
237,3294755
238,1077575
239,2012880
240,427880
241,2388875
242,359875
243,3723270
244,4439005
245,6612555
246,6744520
247,5287055
248,4132480
249,1876925
250,2776370
251,741990
252,6791215
253,3229715
254,5044595
255,540960
256,740615
257,1871480
258,3290445
259,3438280
260,1878585
261,5223935
262,4040220
263,592380
264,6706275
265,6208810
266,4954390
267,3495280
268,1351120
269,1903410
270,3493410
271,2958290
272,4539985
273,1944475
274,1609320
275,3344570
276,1895800
277,166955
278,3963255
279,2509185
280,925515
281,2585145
282,4565875
283,4127360
284,669760
285,3842580
286,4933405
287,3515075
288,4042345
289,5633805
290,17745
291,3910770
292,2275155
293,6807540
294,3186320
295,3095735
296,5697640
297,195735
298,5186825
299,4392620
300,2403635
301,5540635
302,4702915
303,645355
304,2200550
305,5088530
306,1286835
307,540650
308,862850
309,2197105
310,1413270
311,585305
312,675940
313,6000330
314,6710730
315,4205785
316,1803560
317,5237455
318,4401455
319,6105460
320,3652915
321,231970
322,4875095
323,3154755
324,624015
325,4683865
326,6774420
327,5661225
328,6738060
329,4153185
330,894770
331,3443375
332,2063035
333,3952660
334,660265
335,579870
336,5180210
337,3244935
338,332030
339,711220
340,1344630
341,593475
342,1273795
343,2758045
344,3453120
345,3443925
346,2572190
347,4921445
348,5091915
349,2228905
350,186555
351,5611235
352,5266350
353,6612465
354,5336630
355,5531070
356,5656650
357,6126725
358,990360
359,797515
360,5122920
361,2497715
362,1841670
363,2898580
364,2653845
365,5997590
366,1180210
367,3988795
368,3323780
369,1103215
370,2407205
371,6489830
372,1108320
373,1325960
374,3012715
375,6590275
376,6434025
377,2248310
378,5866510
379,2036495
380,5406765
381,4984205
382,3335030
383,3249150
384,6397425
385,597570
386,5715520
387,5510885
388,3528830
389,1427505
390,281445
391,1142885
392,4874225
393,5401400
394,5131975
395,5597845
396,923790
397,2309615
398,5814440
399,4991595
400,1260655
401,18655
402,5026630
403,4861025
404,950435
405,2250375
406,4751385
407,2317870
408,6305330
409,4789590
410,3643275
411,371015
412,5718660
413,6415485
414,4020655
415,5149525
416,4353625
417,1117730
418,5679640
419,144655
420,5407365
421,5287820
422,6586745
423,918710
424,1975230
425,3727600
426,504575
427,5619980
428,1895880
429,3754405
430,4020040
431,5219565
432,889635
433,2651025
434,5167155
435,5346560
436,886475
437,941540
438,3197580
439,1871560
440,5918355
441,2036980
442,2235590
443,3328510
444,2709660
445,1267220
446,3578390
447,3705535
448,2564165
449,339475
450,725180
451,1022705
452,5014240
453,1781460
454,50575
455,2241180
456,4329720
457,397305
458,960775
459,804380
460,1135935
461,1533715
462,3824005
463,3886725
464,5852140
465,2428215
466,6839865
467,5541785
468,1447350
469,4456485
470,2740085
471,3255495
472,2170270
473,3607285
474,4439525
475,1363235
476,959560
477,6766875
478,51100
479,2763155
480,5506235
481,947155
482,3098360
483,248975
484,3721315
485,6206090
486,3612135
487,5991995
488,2684530
489,4766895
490,1772520
491,5266280
492,3633140
493,4440770
494,1260860
495,2458760
496,5437800
497,2528395
498,1661365
499,3039770
500,762580
501,548100
502,5021055
503,4128030
504,6573865
505,3341005
506,4398850
507,1932285
508,2761590
509,2751595
