customer_id,job_time
1,206
2,872
3,542
4,214
5,144
6,42
7,1230
8,244
9,934
10,430
11,662
12,918
13,176
14,746
15,200
16,262
17,618
18,688
19,984
20,828
21,772
22,384
23,554
24,322
25,920
26,628
27,44
28,506
29,1122
30,950
31,118
32,1022
33,952
34,380
35,1126
36,1134
37,488
38,1010
39,262
40,970
41,42
42,334
43,548
44,776
45,1202
46,632
47,28
48,484
49,692
50,1130
51,680
52,184
53,734
54,910
55,856
56,1018
57,70
58,412
59,162
60,1124
61,776
62,4
63,780
64,1132
65,212
66,954
67,804
68,1112
69,324
70,404
71,540
72,542
73,912
74,924
75,504
76,592
77,676
78,106
79,434
80,376
81,760
82,986
83,82
84,314
85,30
86,130
87,1042
88,688
89,258
90,944
91,126
92,278
93,998
94,1186
95,784
96,838
97,578
98,758
99,980
100,462
101,82
102,56
103,270
104,402
105,66
106,96
107,1006
108,814
109,1148
110,198
111,1094
112,1226
113,924
114,10
115,436
116,1006
117,796
118,786
119,414
120,30
121,1108
122,922
123,1150
124,482
125,1128
126,192
127,970
128,814
129,462
130,342
131,1082
132,72
133,1050
134,320
135,486
136,172
137,1156
138,1114
139,1148
140,56
141,1240
142,1112
143,680
144,662
145,1012
146,696
147,946
148,462
149,380
150,450
151,770
152,754
153,566
154,1256
155,518
156,718
157,912
158,822
159,636
160,450
161,468
162,748
163,1216
164,944
165,466
166,226
167,994
168,884
169,1128
170,536
171,1020
172,772
173,774
174,226
175,1226
176,1250
177,162
178,226
179,4
180,440
181,1132
182,450
183,770
184,806
185,260
186,106
187,832
188,494
189,878
190,406
191,368
192,246
193,802
194,588
195,560
196,1220
197,396
198,1022
199,288
200,1218
201,402
202,248
203,374
204,652
205,928
206,698
207,806
208,692
209,1022
210,294
211,296
212,978
213,1102
214,676
215,946
216,302
217,830
218,596
219,1222
220,526
221,288
222,692
223,1248
224,1144
225,4
226,608
227,508
228,906
229,74
230,320
231,18
232,466
233,198
234,416
235,262
236,808
237,304
238,108
239,240
240,1256
241,1174
242,1250
243,840
244,844
245,208
246,508
247,454
248,224
249,1020
250,946
251,198
252,306
253,676
254,326
255,322
256,1160
257,796
258,554
259,1008
260,784
261,270
262,390
263,802
264,66
265,920
266,940
267,750
268,44
269,76
270,460
271,730
272,1126
273,876
274,566
275,54
276,452
277,554
278,1218
279,568
280,962
281,906
282,1032
283,1094
284,384
285,98
286,1024
287,34
288,344
289,440
290,316
291,954
292,92
293,746
294,1036
295,198
296,74
297,560
298,698
299,994
300,604
