customer_id,job_time
1,309
2,7848
3,271
4,1070
5,720
6,42
7,3075
8,1708
9,3736
10,2795
11,3310
12,1836
13,1056
14,6714
15,2000
16,2358
17,4635
18,344
19,9840
20,2070
21,4632
22,3072
23,3047
24,2576
25,2300
26,6280
27,154
28,3036
29,6171
30,1425
31,1003
32,5110
33,3332
34,1330
35,11260
36,9639
37,3172
38,8585
39,131
40,4365
41,189
42,835
43,1370
44,7372
45,1202
46,2212
47,42
48,3388
49,5536
50,4520
51,2040
52,92
53,6239
54,9100
55,6848
56,5599
57,525
58,4120
59,891
60,5620
61,6984
62,36
63,2340
64,3962
65,1378
66,5724
67,2412
68,10564
69,162
70,404
71,4590
72,4065
73,2280
74,7854
75,2520
76,4736
77,6760
78,159
79,1736
80,2068
81,380
82,4437
83,779
84,1884
85,300
86,585
87,9899
88,6192
89,2451
90,7552
91,252
92,1529
93,998
94,5930
95,7056
96,5447
97,4335
98,2274
99,6860
100,1155
101,82
102,140
103,2430
104,3618
105,132
106,576
107,8551
108,4070
109,6888
110,1980
111,9299
112,4904
113,1848
114,70
115,654
116,1006
117,5572
118,6681
119,207
120,120
121,7202
122,5993
123,1150
124,4579
125,3948
126,1344
127,3395
128,7326
129,462
130,1710
131,9197
132,432
133,5250
134,3200
135,3402
136,516
137,5202
138,11140
139,4018
140,196
141,4340
142,556
143,5100
144,993
145,10120
146,5916
147,1419
148,2079
149,3230
150,2025
151,6930
152,3393
153,4528
154,628
155,5180
156,2154
157,8664
158,3288
159,3816
160,3375
161,2574
162,1122
163,2432
164,8968
165,3029
166,1921
167,9443
168,884
169,5076
170,268
171,6120
172,4246
173,6192
174,791
175,9195
176,8750
177,162
178,226
179,12
180,3080
181,11320
182,2925
183,770
184,4836
185,1170
186,159
187,5824
188,4940
189,3512
190,2030
191,1656
192,2460
193,4411
194,1176
195,4760
196,610
197,3960
198,6132
199,1440
200,5481
201,3015
202,1240
203,187
204,1304
205,9280
206,1047
207,2015
208,6920
209,3577
210,2205
211,2812
212,4890
213,1653
214,1690
215,1419
216,2869
217,7885
218,2682
219,7332
220,1841
221,864
222,1730
223,11232
224,11440
225,26
226,608
227,2032
228,8154
229,74
230,1760
231,9
232,2330
233,1980
234,832
235,1834
236,3232
237,2888
238,378
239,1560
240,12560
241,2348
242,7500
243,2100
244,844
245,312
246,1524
247,2270
248,1568
249,8670
250,1892
251,1980
252,612
253,4056
254,1956
255,483
256,6380
257,3184
258,1108
259,504
260,7056
261,135
262,585
263,2807
264,594
265,8740
266,6110
267,4875
268,88
269,418
270,2300
271,1095
272,10134
273,7008
274,5377
275,405
276,3390
277,831
278,9744
279,4828
280,5772
281,906
282,5676
283,547
284,3264
285,196
286,4096
287,289
288,172
289,2200
290,2528
291,5247
292,644
293,1492
294,4144
295,1386
296,740
297,560
298,1745
299,6958
300,5738
301,3077
302,607
303,198
304,2204
305,1719
306,3289
307,2737
308,4096
309,2907
310,2176
311,288
312,1132
313,6840
314,3553
315,6886
316,864
317,1860
318,5880
319,1544
320,1144
321,7074
322,738
323,528
324,78
325,1908
326,3766
327,2040
328,5250
329,5060
330,72
331,180
332,3852
333,7168
334,1200
335,2355
336,715
337,1472
338,2478
339,408
340,4025
341,3040
342,1750
343,2550
344,5024
345,2280
346,1368
347,5185
