customer_id,job_time
1,780
2,270
3,144
4,183
5,336
6,1245
7,957
8,1425
9,600
10,880
11,48
12,51
13,242
14,53
15,28
16,1144
17,480
18,646
19,28
20,128
21,1140
22,399
23,627
24,532
25,406
26,374
27,534
28,392
29,728
30,1121
31,756
32,920
33,900
34,720
35,60
36,496
37,310
38,752
39,682
40,714
41,770
42,192
43,21
44,102
45,77
46,63
47,803
48,273
49,72
50,12
51,1157
52,900
53,56
54,18
55,90
56,106
57,22
58,168
59,1104
60,240
61,1207
62,308
63,88
64,94
65,560
66,1092
67,1215
68,396
69,750
70,56
71,38
72,12
73,1026
74,48
75,1026
76,378
77,360
78,900
79,528
80,442
81,1332
82,434
83,70
84,672
85,285
86,1368
87,1092
88,174
89,310
90,520
91,595
92,320
93,820
94,954
95,312
96,104
97,1691
98,660
99,82
100,551
