customer_id,job_time
1,1736
2,10796
3,10468
4,10398
5,7560
6,6200
7,11484
8,12546
9,948
10,10684
11,8868
12,11172
13,12478
14,6904
15,6358
16,5854
17,276
18,3386
19,1554
20,4798
21,11238
22,4882
23,10638
24,10118
25,12856
26,2384
27,9126
28,6786
29,8250
30,12808
31,9702
32,5824
33,964
34,2180
35,5132
36,4110
37,5510
38,1966
39,3628
40,394
41,5484
42,6026
43,9332
44,3814
45,2550
46,3072
47,6420
48,7128
49,7796
50,1308
51,12344
52,5792
53,12636
54,10802
55,4886
56,1216
57,4742
58,4138
59,498
60,4098
61,5664
62,5240
63,2742
64,12486
65,10988
66,2972
67,5128
68,1566
69,8044
70,84
71,12714
72,6320
73,3926
74,3186
75,7902
76,6162
77,2058
78,6938
79,5242
80,10466
81,7702
82,3016
83,9612
84,11366
85,338
86,8610
87,3978
88,2006
89,12842
90,9838
91,6700
92,9118
93,7612
94,2566
95,2048
96,12894
97,690
98,1772
99,2168
100,9790
101,8002
102,12736
103,9734
104,12678
105,774
106,1000
107,10568
108,4140
109,7784
110,144
111,5152
112,10942
113,10512
114,4070
115,5406
116,3006
117,10532
118,11252
119,798
120,11604
121,9044
122,12880
123,8964
124,11800
125,7138
126,4572
127,12384
128,6214
129,12572
130,416
131,11934
132,9766
133,6224
134,9212
135,4924
136,7306
137,11710
138,1624
139,12500
140,5478
141,11998
142,5562
143,3156
144,10128
145,11178
146,5396
147,7696
148,2072
149,1020
150,9002
151,1756
152,8992
153,428
154,10284
155,11970
156,2984
157,1742
158,5596
159,1142
160,10248
161,8398
162,12054
163,3530
164,12764
165,3372
166,6500
167,9288
168,2134
169,10574
170,3460
171,6644
172,6330
173,11846
174,5266
175,5474
176,3210
177,6136
178,5402
179,9798
180,10310
181,11494
182,7270
183,2742
184,3978
185,10916
186,3342
187,3074
188,4092
189,11200
190,6620
191,4490
192,11024
193,11008
194,2628
195,8074
196,5366
197,10152
198,11744
199,2580
200,1434
201,11166
